age,avg_monthly_gb_download,avg_monthly_long_distance_charges,churn_category,churn_reason,churn_score,city,cltv,contract,country,customer_id,customer_status,dependents,device_protection_plan,gender,internet_service,internet_type,lat_long,latitude,longitude,married,monthly_charge,multiple_lines,number_of_dependents,number_of_referrals,offer,online_backup,online_security,paperless_billing,partner,payment_method,phone_service,population,premium_tech_support,quarter,referred_a_friend,satisfaction_score,senior_citizen,state,streaming_movies,streaming_music,streaming_tv,tenure_in_months,total_charges,total_extra_data_charges,total_long_distance_charges,total_refunds,total_revenue,under_30,unlimited_data,zip_code,churn
32,24,28.86,Dissatisfaction,Service dissatisfaction,76,Riverside,3851,Month-to-Month,United States,4134-BSXLX,Stayed,0,0,Male,1,Cable,"33.976328, -117.319786",33.976328,-117.319786,1,60.9,0,0,7,Offer C,1,1,0,1,Mailed Check,1,48649,1,Q3,1,3,0,California,0,0,0,28,1785.65,0,808.08,0.0,2593.73,0,1,92507,0
54,0,23.73,Dissatisfaction,Service dissatisfaction,42,Los Angeles,2186,Month-to-Month,United States,4020-KIUDI,Stayed,1,0,Male,0,Cable,"33.952714, -118.292061",33.952714,-118.292061,1,19.85,0,2,8,Offer E,0,0,0,1,Credit Card,1,87383,0,Q3,1,5,0,California,0,0,0,6,138.85,0,142.38,0.0,281.23,0,0,90044,0
33,25,36.78,Dissatisfaction,Service dissatisfaction,57,Newport Beach,5631,One Year,United States,0840-DCNZE,Stayed,0,1,Male,1,DSL,"33.601309, -117.902304",33.601309,-117.902304,0,86.95,0,0,0,Offer B,1,1,1,0,Bank Withdrawal,1,4242,1,Q3,0,4,0,California,1,1,1,47,4138.9,0,1728.66,0.0,5867.56,0,1,92661,0
53,22,2.86,Competitor,Competitor had better devices,84,Oakland,2989,Month-to-Month,United States,4695-VADHF,Churned,0,1,Male,1,DSL,"37.792489, -122.244314",37.792489,-122.244314,1,57.45,0,0,1,Offer B,0,0,0,1,Bank Withdrawal,1,41876,0,Q3,1,1,0,California,1,1,0,18,990.85,0,51.48,15.73,1026.6,0,1,94606,1
59,24,0.0,Competitor,Competitor had better devices,46,Poway,4577,Two Year,United States,9885-MFVSU,Stayed,0,0,Female,1,DSL,"32.984395, -117.013454",32.984395,-117.013454,1,46.35,0,0,7,Offer C,0,1,1,1,Credit Card,0,47969,1,Q3,1,4,0,California,0,0,1,35,1662.05,140,0.0,0.0,1802.05,0,0,92064,0
30,27,36.52,Competitor,Competitor had better devices,81,Sacramento,2264,Month-to-Month,United States,2952-QAYZF,Churned,0,1,Male,1,Fiber Optic,"38.486938, -121.395805",38.486938,-121.395805,0,85.3,1,0,0,Offer C,1,0,1,0,Bank Withdrawal,1,54880,0,Q3,0,1,0,California,0,0,0,5,424.15,0,182.6,0.0,606.75,0,1,95828,1
24,0,7.18,Competitor,Competitor had better devices,59,Glendora,4328,Two Year,United States,8232-UTFOZ,Stayed,0,0,Male,0,Fiber Optic,"34.119363, -117.855059",34.119363,-117.855059,0,19.95,0,0,0,Offer C,0,0,0,0,Credit Card,1,25135,0,Q3,0,4,0,California,0,0,0,69,1399.35,0,495.42,0.0,1894.77,1,0,91740,0
54,25,33.66,Competitor,Competitor had better devices,46,Tollhouse,4768,Month-to-Month,United States,3005-TYFRD,Stayed,0,1,Female,1,Fiber Optic,"36.993666, -119.348267",36.993666,-119.348267,1,103.65,1,0,4,Offer B,1,0,1,1,Credit Card,1,2633,0,Q3,1,5,0,California,1,1,1,55,5676.65,0,1851.3,0.0,7527.95,0,1,93667,0
27,59,21.83,Price,Long distance charges,69,Old Station,3584,Month-to-Month,United States,1309-BXVOQ,Churned,0,1,Male,1,Fiber Optic,"40.656287, -121.428965",40.656287,-121.428965,1,106.1,1,0,1,Offer D,0,0,1,1,Bank Withdrawal,1,182,1,Q3,1,1,0,California,1,1,1,21,2249.95,0,458.43,0.0,2708.38,1,1,96071,1
55,0,11.15,Price,Long distance charges,40,Hayward,6403,Two Year,United States,2236-HILPA,Stayed,1,0,Male,0,Fiber Optic,"37.639215, -122.037554",37.639215,-122.037554,1,20.65,0,2,9,Offer B,0,0,0,1,Credit Card,1,72993,0,Q3,1,5,0,California,0,0,0,62,1218.45,0,691.3,0.0,1909.75,0,0,94544,0
47,0,19.75,Price,Long distance charges,70,Glen Ellen,6492,Two Year,United States,2181-TIDSV,Stayed,1,0,Male,0,Fiber Optic,"38.368744, -122.522642",38.368744,-122.522642,1,19.95,0,3,4,Offer A,0,0,1,1,Bank Withdrawal,1,4101,0,Q3,1,3,0,California,0,0,0,68,1303.25,0,1343.0,0.0,2646.25,0,0,95442,0
51,21,12.27,Price,Long distance charges,47,San Francisco,5447,Two Year,United States,7998-WNZEM,Stayed,0,1,Male,1,DSL,"37.746699, -122.442833",37.746699,-122.442833,0,80.6,1,0,0,Offer A,1,1,0,0,Bank Withdrawal,1,27906,1,Q3,0,4,0,California,1,1,0,71,5708.2,0,871.17,0.0,6579.37,0,1,94131,0
34,22,37.97,Price,Long distance charges,63,Crockett,3971,Month-to-Month,United States,3099-OONVS,Stayed,1,0,Male,1,DSL,"38.049292, -122.228415",38.049292,-122.228415,1,54.3,0,1,6,Offer C,0,1,0,1,Bank Withdrawal,1,3193,1,Q3,1,4,0,California,0,0,0,25,1296.8,0,949.25,0.0,2246.05,0,1,94525,0
19,58,31.84,Price,Long distance charges,40,Rancho Santa Margarita,4010,Month-to-Month,United States,7319-VENRZ,Stayed,0,1,Male,1,Cable,"33.624654, -117.611733",33.624654,-117.611733,0,64.3,0,0,0,Offer E,0,0,0,0,Bank Withdrawal,1,42193,1,Q3,0,4,0,California,0,0,1,7,445.95,0,222.88,0.0,668.83,1,1,92688,0
27,47,1.03,Price,Long distance charges,64,Woodacre,4868,One Year,United States,0853-NWIFK,Stayed,0,0,Female,1,Fiber Optic,"38.005839, -122.638155",38.005839,-122.638155,0,100.3,0,0,0,Offer E,1,1,1,0,Bank Withdrawal,1,1449,0,Q3,0,3,0,California,1,1,1,45,4483.95,0,46.35,0.0,4530.3,1,1,94973,0
64,12,3.18,Price,Long distance charges,26,Santa Monica,4022,Month-to-Month,United States,1785-BPHTP,Stayed,1,1,Male,1,Fiber Optic,"34.031529, -118.491156",34.031529,-118.491156,1,85.45,0,2,6,Offer E,0,0,0,1,Bank Withdrawal,1,23559,0,Q3,1,3,0,California,0,0,1,28,2289.9,0,89.04,0.0,2378.94,0,1,90403,0
54,18,19.24,Price,Long distance charges,25,Sacramento,4505,Two Year,United States,1621-YNCJH,Stayed,0,1,Female,1,Fiber Optic,"38.475465, -121.443625",38.475465,-121.443625,1,106.05,1,0,4,Offer E,1,1,1,1,Credit Card,1,72199,1,Q3,1,3,0,California,1,1,0,36,3834.4,50,692.64,0.0,4577.04,0,0,95823,0
74,19,0.0,Price,Long distance charges,28,Scotts Valley,5421,Two Year,United States,5227-JSCFE,Stayed,0,1,Male,1,DSL,"37.070177, -122.010077",37.070177,-122.010077,1,46.35,0,0,9,Offer A,1,1,0,1,Credit Card,0,14574,1,Q3,1,4,1,California,0,0,0,71,3353.4,0,0.0,18.64,3334.76,0,1,95066,0
48,3,35.71,Competitor,Competitor had better devices,88,Shafter,2046,Month-to-Month,United States,1448-PWKYE,Churned,0,0,Male,1,Cable,"35.490705, -119.286833",35.490705,-119.286833,1,80.0,0,0,1,Offer E,0,0,0,1,Bank Withdrawal,1,15177,0,Q3,1,1,0,California,1,1,0,1,80.0,0,35.71,0.0,115.71,0,1,93263,1
20,73,47.91,Competitor,Competitor had better devices,69,Nipomo,5109,Month-to-Month,United States,6786-OBWQR,Stayed,1,0,Female,1,Fiber Optic,"35.050345, -120.489599",35.050345,-120.489599,1,80.85,0,2,8,Offer E,0,0,1,1,Bank Withdrawal,1,15405,0,Q3,1,5,0,California,0,0,1,5,356.1,0,239.55,0.0,595.65,1,1,93444,0
35,0,29.01,Attitude,Attitude of support person,69,Compton,5638,Month-to-Month,United States,4946-EDSEW,Churned,1,0,Female,0,Fiber Optic,"33.885811, -118.206459",33.885811,-118.206459,1,19.25,0,3,1,Offer D,0,0,1,1,Credit Card,1,51387,0,Q3,1,1,0,California,0,0,0,11,180.3,0,319.11,0.0,499.41,0,0,90221,1
32,17,7.65,Attitude,Attitude of support person,76,Petaluma,3415,Month-to-Month,United States,7143-BQIBA,Stayed,0,0,Male,1,DSL,"38.235021, -122.557332",38.235021,-122.557332,0,62.25,0,0,0,Offer D,0,1,0,0,Bank Withdrawal,1,35419,1,Q3,0,3,0,California,0,0,1,10,612.95,0,76.5,0.0,689.45,0,1,94954,0
71,6,20.48,Attitude,Attitude of support person,8,Paramount,6102,Two Year,United States,3146-MSEGF,Stayed,0,1,Female,1,DSL,"33.897122, -118.164432",33.897122,-118.164432,1,88.05,1,0,1,Offer A,1,1,1,1,Credit Card,1,55306,1,Q3,1,3,1,California,1,1,1,72,6425.65,0,1474.56,0.0,7900.21,0,1,90723,0
62,8,46.49,Attitude,Attitude of support person,60,Santa Cruz,5831,Month-to-Month,United States,4003-FUSHP,Stayed,0,0,Male,1,Cable,"36.993451, -122.098858",36.993451,-122.098858,0,61.55,0,0,0,Offer D,0,0,1,0,Credit Card,1,43192,1,Q3,0,3,0,California,0,0,1,19,1093.2,0,883.31,0.0,1976.51,0,1,95060,0
23,41,29.44,Attitude,Attitude of support person,55,Potrero,5988,One Year,United States,4445-KWOKW,Stayed,0,0,Female,1,Cable,"32.619465, -116.593605",32.619465,-116.593605,0,60.15,1,0,0,Offer B,1,1,1,0,Bank Withdrawal,1,905,0,Q3,0,3,0,California,0,1,0,42,2421.6,0,1236.48,0.0,3658.08,1,1,91963,0
36,17,0.0,Attitude,Attitude of support person,29,Bell,6091,Two Year,United States,0526-SXDJP,Stayed,0,1,Male,1,Cable,"33.970343, -118.171368",33.970343,-118.171368,1,42.1,0,0,7,Offer A,1,1,0,1,Bank Withdrawal,0,105285,0,Q3,1,4,0,California,0,0,0,72,2962.0,0,0.0,0.0,2962.0,0,1,90201,0
19,59,36.22,Attitude,Attitude of support person,25,Keeler,2331,Month-to-Month,United States,1629-DQQVB,Stayed,0,0,Female,1,Cable,"36.560498, -117.962461",36.560498,-117.962461,0,50.1,0,0,0,Offer A,0,1,0,0,Bank Withdrawal,1,71,0,Q3,0,3,0,California,0,0,0,14,709.5,0,507.08,0.0,1216.58,1,1,93530,0
77,20,49.6,Competitor,Competitor made better offer,91,Round Mountain,3106,Month-to-Month,United States,3068-OMWZA,Churned,0,1,Male,1,Fiber Optic,"40.923558, -122.059933",40.923558,-122.059933,0,88.8,1,0,0,Offer A,0,0,1,0,Bank Withdrawal,1,459,0,Q3,0,1,1,California,0,0,1,1,88.8,10,49.6,0.0,148.4,0,0,96084,1
52,26,14.26,Price,Price too high,84,Palo Alto,4944,Month-to-Month,United States,6715-OFDBP,Churned,0,1,Male,1,DSL,"37.386978, -122.177746",37.386978,-122.177746,0,70.05,0,0,0,Offer A,0,0,1,0,Bank Withdrawal,1,1723,0,Q3,0,1,0,California,1,1,1,5,346.4,0,71.3,0.0,417.7,0,1,94304,1
60,2,15.2,Price,Price too high,46,Brentwood,5754,Month-to-Month,United States,1628-BIZYP,Joined,0,0,Male,1,Fiber Optic,"37.908242, -121.682472",37.908242,-121.682472,0,85.0,0,0,0,Offer A,1,0,1,0,Bank Withdrawal,1,26577,0,Q3,0,4,0,California,1,1,0,1,85.0,0,15.2,0.0,100.2,0,1,94513,0
26,69,36.7,Price,Price too high,33,Los Angeles,4459,One Year,United States,8690-UPCZI,Stayed,1,0,Male,1,DSL,"34.076259, -118.310715",34.076259,-118.310715,1,69.05,1,2,5,Offer C,0,1,0,1,Bank Withdrawal,1,67852,1,Q3,1,4,0,California,0,0,1,29,1958.45,40,1064.3,0.0,3062.75,1,0,90004,0
56,11,45.57,Price,Price too high,78,Brawley,4838,Two Year,United States,0771-CHWSK,Stayed,0,1,Male,1,DSL,"33.03933, -115.191857",33.03933,-115.191857,0,74.6,1,0,0,Offer A,1,1,1,0,Credit Card,1,23394,0,Q3,0,3,0,California,1,1,0,66,4798.4,0,3007.62,0.0,7806.02,0,1,92227,0
44,7,6.58,Price,Price too high,70,Fresno,5678,Two Year,United States,0392-BZIUW,Stayed,0,1,Female,1,Fiber Optic,"36.822715, -119.761826",36.822715,-119.761826,1,105.0,1,0,7,Offer A,0,1,1,1,Credit Card,1,29337,0,Q3,1,3,0,California,1,1,1,72,7589.8,0,473.76,0.0,8063.56,0,1,93710,0
74,4,0.0,Price,Price too high,68,El Sobrante,2599,Two Year,United States,9708-HPXWZ,Stayed,0,1,Male,1,DSL,"37.963995, -122.288296",37.963995,-122.288296,0,45.4,0,0,0,Offer A,0,0,0,0,Credit Card,0,25399,1,Q3,0,5,1,California,0,0,1,5,214.75,0,0.0,0.0,214.75,0,1,94803,0
29,71,4.48,Attitude,Attitude of service provider,73,Riverdale,2767,One Year,United States,2237-ZFSMY,Churned,0,1,Female,1,Fiber Optic,"36.452211, -119.94575",36.452211,-119.94575,0,95.55,0,0,0,Offer C,0,1,1,0,Bank Withdrawal,1,5729,1,Q3,0,1,0,California,0,1,1,39,3692.85,0,174.72,0.0,3867.57,1,1,93656,1
30,0,43.84,Attitude,Attitude of service provider,54,Creston,5249,Month-to-Month,United States,2712-SYWAY,Joined,0,0,Female,0,Fiber Optic,"35.480896, -120.469476",35.480896,-120.469476,0,25.7,1,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,1203,0,Q3,0,3,0,California,0,0,0,1,25.7,0,43.84,0.0,69.54,0,0,93432,0
67,11,16.32,Price,Extra data charges,70,Carmichael,2075,Month-to-Month,United States,9685-WKZGT,Churned,0,0,Male,1,Fiber Optic,"38.626128, -121.328011",38.626128,-121.328011,0,74.95,1,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,58830,0,Q3,0,3,1,California,0,0,0,14,1036.75,0,228.48,39.29,1225.94,0,1,95608,1
59,0,20.73,Price,Extra data charges,72,Millville,2111,Two Year,United States,5939-SXWHM,Stayed,1,0,Male,0,Fiber Optic,"40.531257, -122.148139",40.531257,-122.148139,1,26.3,1,3,1,Offer B,0,0,0,1,Bank Withdrawal,1,830,0,Q3,1,3,0,California,0,0,0,48,1245.05,0,995.04,0.0,2240.09,0,0,96062,0
27,52,33.39,Price,Extra data charges,27,Coarsegold,5723,Two Year,United States,9802-CAQUT,Stayed,1,1,Female,1,Fiber Optic,"37.212191, -119.749323",37.212191,-119.749323,1,109.55,1,3,9,Offer B,1,1,0,1,Credit Card,1,9395,0,Q3,1,4,0,California,1,1,1,72,7887.25,120,2404.08,0.0,10411.33,1,0,93614,0
23,58,48.17,Price,Extra data charges,46,Elk Grove,5662,One Year,United States,1898-JSNDC,Stayed,0,0,Female,1,DSL,"38.35363, -121.44195",38.35363,-121.44195,0,58.6,0,0,0,Offer C,1,0,1,0,Credit Card,1,47065,0,Q3,0,4,0,California,0,0,1,39,2224.5,0,1878.63,0.0,4103.13,1,1,95758,0
39,12,39.58,Dissatisfaction,Lack of self-service on Website,91,North Hollywood,5438,Month-to-Month,United States,1902-XBTFB,Churned,0,1,Male,1,Fiber Optic,"34.207295, -118.400022",34.207295,-118.400022,0,89.4,0,0,0,Offer D,1,0,1,0,Bank Withdrawal,1,57146,0,Q3,0,2,0,California,0,0,1,22,2001.5,0,870.76,0.0,2872.26,0,1,91605,1
59,25,14.09,Competitor,Competitor made better offer,88,San Diego,3427,Month-to-Month,United States,5940-NFXKV,Churned,0,0,Male,1,Fiber Optic,"32.787836, -117.232373",32.787836,-117.232376,1,83.65,1,0,1,Offer D,0,0,1,1,Bank Withdrawal,1,46086,0,Q3,1,2,0,California,1,1,0,19,1465.75,130,267.71,0.0,1863.46,0,0,92109,1
55,28,14.14,Competitor,Competitor made better offer,51,Los Angeles,4795,Two Year,United States,8313-AFGBW,Stayed,0,1,Male,1,DSL,"34.008293, -118.346766",34.008293,-118.346766,1,73.6,0,0,10,Offer B,1,0,0,1,Bank Withdrawal,1,30852,0,Q3,1,4,0,California,1,1,1,47,3522.65,0,664.58,0.0,4187.23,0,1,90008,0
48,28,0.0,Competitor,Competitor made better offer,80,Big Creek,6406,One Year,United States,5125-CNDSP,Stayed,0,0,Male,1,DSL,"37.17277, -119.2997",37.17277,-119.2997,0,40.6,0,0,0,Offer B,1,1,1,0,Bank Withdrawal,0,273,1,Q3,0,3,0,California,0,0,0,63,2588.95,0,0.0,0.0,2588.95,0,1,93605,0
32,19,19.87,Competitor,Competitor made better offer,77,Homeland,5753,Month-to-Month,United States,3620-MWJNE,Joined,0,0,Male,1,DSL,"33.761894, -117.120868",33.761894,-117.120868,0,54.45,0,0,0,Offer B,0,1,1,0,Credit Card,1,4283,1,Q3,0,3,0,California,0,0,0,2,87.3,0,39.74,0.0,127.04,0,1,92548,0
63,20,2.8,Competitor,Competitor made better offer,63,Angwin,6161,Month-to-Month,United States,1020-JPQOW,Stayed,0,1,Female,1,Fiber Optic,"38.542448, -122.419923",38.542448,-122.419923,1,90.55,1,0,1,Offer B,1,0,0,1,Bank Withdrawal,1,3641,1,Q3,1,4,0,California,0,0,0,56,5116.6,40,156.8,0.0,5313.4,0,0,94508,0
49,16,41.09,Competitor,Competitor made better offer,35,Westminster,4583,Two Year,United States,6103-LIANB,Stayed,1,1,Male,1,Fiber Optic,"33.752591, -117.993661",33.752591,-117.993661,1,99.5,1,1,3,Offer B,0,0,1,1,Credit Card,1,88230,0,Q3,1,4,0,California,1,1,1,59,5861.75,0,2424.31,0.0,8286.06,0,1,92683,0
57,11,34.97,Competitor,Competitor made better offer,73,Rancho Cucamonga,4528,Two Year,United States,1951-IEYXM,Stayed,0,1,Male,1,Cable,"34.10097, -117.57882",34.10097,-117.57882,1,90.6,1,0,1,Offer B,1,1,1,1,Credit Card,1,51970,1,Q3,1,3,0,California,1,1,1,72,6441.85,0,2517.84,0.0,8959.69,0,1,91730,0
42,0,24.71,Competitor,Competitor made better offer,23,Mountain View,5072,Two Year,United States,2961-VNFKL,Stayed,0,0,Female,0,Cable,"37.388349, -122.075299",37.388349,-122.075299,1,25.95,1,0,2,Offer A,0,0,1,1,Credit Card,1,13483,0,Q3,1,5,0,California,0,0,0,71,1801.9,0,1754.41,0.0,3556.31,0,0,94041,0
50,57,38.44,Competitor,Competitor made better offer,26,Monrovia,5100,Month-to-Month,United States,4450-MDZFX,Stayed,1,0,Male,1,Fiber Optic,"34.1528, -118.000482",34.1528,-118.000482,1,74.35,1,4,9,Offer B,0,0,0,1,Bank Withdrawal,1,41067,0,Q3,1,5,0,California,0,0,0,60,4453.3,0,2306.4,0.0,6759.7,0,1,91016,0
45,0,41.56,Competitor,Competitor made better offer,53,Stanford,4194,One Year,United States,5016-LIPDW,Stayed,1,0,Male,0,Fiber Optic,"37.424342, -122.165641",37.424342,-122.165641,1,19.4,0,2,1,Offer B,0,0,0,1,Credit Card,1,13386,0,Q3,1,5,0,California,0,0,0,57,1061.6,0,2368.92,0.0,3430.52,0,0,94305,0
22,52,0.0,Competitor,Competitor made better offer,23,Banning,4275,Two Year,United States,4254-QPEDE,Stayed,0,1,Female,1,DSL,"33.936298, -116.849577",33.936298,-116.849577,1,66.25,0,0,3,Offer B,1,1,0,1,Credit Card,0,25859,1,Q3,1,4,0,California,1,1,1,52,3330.1,0,0.0,0.0,3330.1,1,1,92220,0
20,51,27.09,Competitor,Competitor made better offer,74,Riverside,6204,Two Year,United States,7973-DZRKH,Stayed,1,1,Female,1,Fiber Optic,"33.976328, -117.319786",33.976328,-117.319786,0,90.95,1,1,0,Offer A,0,1,1,0,Credit Card,1,48649,1,Q3,0,3,0,California,0,0,0,66,5930.05,0,1787.94,0.0,7717.99,1,1,92507,0
45,0,35.32,Competitor,Competitor made better offer,53,Sacramento,4263,Month-to-Month,United States,2958-NHPPS,Stayed,0,0,Male,0,Fiber Optic,"38.574856, -121.46504",38.574856,-121.46504,0,20.85,0,0,0,Offer A,0,0,0,0,Bank Withdrawal,1,16164,0,Q3,0,5,0,California,0,0,0,23,473.9,0,812.36,0.0,1286.26,0,0,95816,0
79,17,10.67,Dissatisfaction,Limited range of services,92,Daly City,2654,One Year,United States,0022-TCJCI,Churned,0,1,Male,1,DSL,"37.680844, -122.48131",37.680844,-122.48131,0,62.7,0,0,0,Offer A,0,1,0,0,Credit Card,1,63337,0,Q3,0,1,1,California,1,0,0,45,2791.5,0,480.15,0.0,3271.65,0,1,94015,1
24,0,33.61,Dissatisfaction,Limited range of services,72,Los Angeles,4766,Two Year,United States,5846-ABOBJ,Stayed,0,0,Male,0,DSL,"34.030578, -118.399613",34.030578,-118.399613,1,24.45,1,0,2,Offer A,0,0,0,1,Bank Withdrawal,1,58218,0,Q3,1,3,0,California,0,0,0,71,1730.65,0,2386.31,0.0,4116.96,1,0,90034,0
66,27,11.57,Competitor,Competitor had better devices,74,Fremont,5084,Month-to-Month,United States,9889-TMAHG,Churned,0,0,Male,1,Fiber Optic,"37.516791, -121.899117",37.516791,-121.899117,0,100.3,0,0,0,Offer A,0,1,0,0,Credit Card,1,46917,1,Q3,0,1,1,California,1,1,1,8,832.35,0,92.56,0.0,924.91,0,1,94539,1
52,20,49.3,Competitor,Competitor had better devices,77,Running Springs,4418,Month-to-Month,United States,2359-KMGLI,Churned,0,0,Male,1,Fiber Optic,"34.186211, -117.07683",34.186211,-117.07683,0,80.25,1,0,0,Offer C,1,0,1,0,Bank Withdrawal,1,5395,0,Q3,0,1,0,California,0,0,0,24,1861.5,0,1183.2,0.0,3044.7,0,1,92382,1
66,22,32.37,Competitor,Competitor had better devices,69,Lytle Creek,6072,Two Year,United States,7173-TETGO,Stayed,0,0,Female,1,Fiber Optic,"34.238162, -117.534306",34.238162,-117.534306,1,78.5,1,0,4,Offer A,0,1,0,1,Bank Withdrawal,1,1090,0,Q3,1,3,1,California,0,0,0,72,5602.25,0,2330.64,0.0,7932.89,0,1,92358,0
72,24,37.53,Competitor,Competitor had better devices,20,Lodi,5089,Two Year,United States,4782-OSFXZ,Stayed,0,1,Female,1,DSL,"38.128087, -121.4078",38.128087,-121.4078,1,82.7,1,0,1,Offer A,1,1,1,1,Bank Withdrawal,1,22073,1,Q3,1,3,1,California,1,1,0,71,5831.2,0,2664.63,0.0,8495.83,0,1,95242,0
20,48,37.45,Competitor,Competitor had better devices,59,Hayward,5527,Two Year,United States,2167-FQSTQ,Stayed,0,1,Female,1,DSL,"37.674002, -122.076796",37.674002,-122.076796,1,92.4,1,0,8,Offer A,1,1,1,1,Bank Withdrawal,1,60274,1,Q3,1,3,0,California,1,1,1,72,6786.1,150,2696.4,0.0,9632.5,1,0,94541,0
38,0,13.72,Competitor,Competitor had better devices,71,Yorba Linda,6251,Two Year,United States,8749-TZYEC,Stayed,0,0,Male,0,DSL,"33.884073, -117.732197",33.884073,-117.732197,1,24.8,1,0,1,Offer A,0,0,0,1,Credit Card,1,20893,0,Q3,1,3,0,California,0,0,0,72,1874.3,0,987.84,16.26,2845.88,0,0,92887,0
61,14,1.59,Price,Lack of affordable download/upload speed,79,Oxnard,2326,Month-to-Month,United States,4929-BSTRX,Churned,0,0,Female,1,Cable,"34.223244, -119.18012",34.223244,-119.18012,0,53.55,0,0,0,Offer A,0,0,1,0,Credit Card,1,79736,0,Q3,0,1,0,California,0,0,1,1,53.55,0,1.59,0.0,55.14,0,1,93030,1
20,0,20.0,Price,Lack of affordable download/upload speed,36,San Juan Capistrano,2269,Two Year,United States,2892-GESUL,Stayed,1,0,Female,0,Cable,"33.521447, -117.602555",33.521447,-117.602555,1,19.35,0,3,5,Offer A,0,0,0,1,Credit Card,1,34321,0,Q3,1,5,0,California,0,0,0,18,309.25,0,360.0,0.0,669.25,1,0,92675,0
79,11,32.19,Price,Lack of affordable download/upload speed,54,Downey,4425,Two Year,United States,5935-FCCNB,Stayed,0,0,Female,1,Fiber Optic,"33.921793, -118.140588",33.921793,-118.140588,0,94.2,1,0,0,Offer A,0,0,1,0,Bank Withdrawal,1,42459,0,Q3,0,4,1,California,1,1,1,17,1608.15,0,547.23,36.4,2118.98,0,1,90242,0
44,0,24.48,Price,Lack of affordable download/upload speed,37,North Palm Springs,4402,Two Year,United States,0847-HGRML,Stayed,1,0,Male,0,Fiber Optic,"33.906496, -116.569499",33.906496,-116.569499,0,20.0,0,2,0,Offer A,0,0,0,0,Bank Withdrawal,1,732,0,Q3,0,3,0,California,0,0,0,62,1250.1,0,1517.76,0.0,2767.86,0,0,92258,0
27,46,43.06,Competitor,Competitor had better devices,77,Lockeford,4669,Month-to-Month,United States,4806-KEXQR,Churned,0,0,Male,1,Fiber Optic,"38.166791, -121.14207",38.166791,-121.14207,0,79.9,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,3205,0,Q3,0,1,0,California,1,1,0,4,324.3,0,172.24,0.0,496.54,1,1,95237,1
49,28,12.97,Competitor,Competitor had better devices,72,California Hot Springs,4170,One Year,United States,4355-CVPVS,Stayed,1,0,Female,1,Fiber Optic,"35.865795, -118.69759",35.865795,-118.69759,1,88.9,0,1,4,Offer E,0,0,0,1,Bank Withdrawal,1,226,0,Q3,1,5,0,California,1,1,1,56,4968.0,0,726.32,0.0,5694.32,0,1,93207,0
63,19,15.94,Competitor,Competitor had better devices,24,San Jose,5918,One Year,United States,8097-OMULG,Stayed,1,1,Male,1,DSL,"37.350284, -121.852855",37.350284,-121.852855,1,76.75,0,2,1,Offer E,1,0,0,1,Credit Card,1,51706,1,Q3,1,4,0,California,1,1,1,59,4541.9,0,940.46,0.0,5482.36,0,1,95116,0
58,11,20.41,Competitor,Competitor had better devices,91,Modesto,4857,Month-to-Month,United States,9866-QEVEE,Churned,0,0,Male,1,Fiber Optic,"37.716186, -121.025836",37.716186,-121.025836,0,86.0,1,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,26055,0,Q3,0,1,0,California,1,1,0,19,1532.45,30,387.79,0.0,1950.24,0,0,95356,1
67,30,13.56,Competitor,Competitor had better devices,63,Sacramento,4478,Two Year,United States,7594-LZNWR,Stayed,0,0,Male,1,Fiber Optic,"38.542532, -121.378826",38.542532,-121.378826,0,69.15,0,0,0,Offer C,0,0,0,0,Credit Card,1,38818,0,Q3,0,3,1,California,0,0,0,34,2275.1,0,461.04,0.0,2736.14,0,1,95826,0
37,16,42.39,Competitor,Competitor had better devices,65,Frazier Park,2205,One Year,United States,0002-ORFBO,Stayed,0,0,Female,1,Cable,"34.827662, -118.999073",34.827662,-118.999073,1,65.6,0,0,2,Offer C,1,0,1,1,Credit Card,1,4498,1,Q3,1,3,0,California,0,0,1,9,593.3,0,381.51,0.0,974.81,0,1,93225,0
80,0,37.25,Competitor,Competitor had better devices,26,Alameda,5341,Two Year,United States,1635-NZATJ,Stayed,0,0,Male,0,Cable,"37.774633, -122.274434",37.774633,-122.274434,1,25.45,1,0,3,Offer A,0,0,0,1,Credit Card,1,58555,0,Q3,1,5,1,California,0,0,0,71,1789.65,0,2644.75,0.0,4434.4,0,0,94501,0
30,69,28.7,Dissatisfaction,Network reliability,67,Redding,5258,Month-to-Month,United States,7254-IQWOZ,Churned,0,0,Male,1,Fiber Optic,"40.587919, -122.464732",40.587919,-122.464732,0,69.65,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,31586,0,Q3,0,1,0,California,0,0,0,1,69.65,0,28.7,0.0,98.35,0,1,96001,1
44,11,30.96,Dissatisfaction,Network reliability,38,Apple Valley,5097,Two Year,United States,3186-AJIEK,Stayed,0,1,Male,1,Fiber Optic,"34.424926, -117.184503",34.424926,-117.184503,0,105.65,0,0,0,Offer E,0,1,1,0,Bank Withdrawal,1,28819,1,Q3,0,4,0,California,1,1,1,66,6844.5,0,2043.36,0.0,8887.86,0,1,92308,0
