Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Churn Category,Churn Reason,Churn Score,City,CLTV,Contract,Country,Customer ID,Customer Status,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Lat Long,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
57,10,33.75,,,75,Oakland,4840,Month-to-Month,United States,7394-LWLYN,Joined,0,0,Female,1,Fiber Optic,"37.808731, -122.238708",37.808731,-122.238708,0,70.15,0,0,0,,0,0,1,0,Bank Withdrawal,1,29964,0,Q3,0,3,0,California,0,0,0,2,123.8,0,67.5,0.0,191.3,0,1,94610,0
45,18,23.18,,,47,Hemet,5172,Two Year,United States,1221-GHZEP,Stayed,0,0,Female,1,DSL,"33.644585, -116.871544",33.644585,-116.871544,0,65.1,0,0,0,,0,1,1,0,Credit Card,1,39264,1,Q3,0,3,0,California,1,1,0,62,3846.75,0,1437.16,0.0,5283.91,0,1,92544,0
30,73,24.23,Other,Don't know,91,San Diego,4870,One Year,United States,2722-VOJQL,Churned,0,0,Male,1,Fiber Optic,"32.886925, -117.152162",32.886925,-117.152162,0,105.65,1,0,0,,1,0,1,0,Credit Card,1,74232,1,Q3,0,1,0,California,1,1,1,64,6903.1,0,1550.72,0.0,8453.82,0,1,92126,1
24,0,12.17,,,20,Loleta,4439,One Year,United States,7435-ZNUYY,Stayed,0,0,Male,0,,"40.665952, -124.240051",40.665952,-124.240051,0,20.6,0,0,0,Offer E,0,0,0,0,Credit Card,1,1447,0,Q3,0,3,0,California,0,0,0,6,116.6,0,73.02,0.0,189.62,1,0,95551,0
56,57,4.45,,,27,Davis,5476,Two Year,United States,5696-JVVQY,Stayed,1,1,Female,1,DSL,"38.508735, -121.678813",38.508735,-121.678813,1,70.1,0,3,1,Offer B,1,1,1,1,Credit Card,1,67411,0,Q3,1,4,0,California,1,1,0,48,3238.4,30,213.6,0.0,3482.0,0,0,95616,0
40,28,4.67,Competitor,Competitor had better devices,73,Victorville,5671,Month-to-Month,United States,6227-HWPWX,Churned,0,0,Female,1,Fiber Optic,"34.486835, -117.362274",34.486835,-117.362274,0,69.0,0,0,0,Offer D,0,0,0,0,Bank Withdrawal,1,63235,0,Q3,0,1,0,California,0,0,0,15,994.8,0,70.05,0.0,1064.85,0,1,92392,1
64,17,39.88,,,62,Los Angeles,5128,Two Year,United States,2954-PIBKO,Stayed,0,1,Female,1,Cable,"34.001617, -118.222274",34.001617,-118.222274,1,64.15,1,0,7,,0,1,1,1,Credit Card,1,3642,1,Q3,1,3,0,California,0,0,0,69,4254.1,40,2751.72,0.0,7045.82,0,0,90058,0
32,30,15.12,,,33,Capistrano Beach,4753,Two Year,United States,5003-XZWWO,Stayed,0,1,Male,1,DSL,"33.458754, -117.665104",33.458754,-117.665104,1,84.2,1,0,4,,1,0,0,1,Credit Card,1,7465,1,Q3,1,4,0,California,1,1,1,71,5956.85,0,1073.52,0.0,7030.37,0,1,92624,0
47,2,0.0,Price,Price too high,70,Eagleville,3351,Month-to-Month,United States,5378-IKEEG,Churned,0,0,Female,1,Cable,"41.280341, -120.150381",41.280341,-120.150381,0,35.75,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,0,132,0,Q3,0,3,0,California,0,0,1,1,35.75,0,0.0,0.0,35.75,0,1,96110,1
33,10,25.4,,,46,Los Banos,2156,Month-to-Month,United States,9633-XQABV,Joined,0,0,Female,1,Fiber Optic,"36.995162, -120.955099",36.995162,-120.955099,0,70.25,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,29124,0,Q3,0,4,0,California,0,0,0,3,229.7,0,76.2,0.0,305.9,0,1,93635,0
39,53,26.24,,,45,Gazelle,2545,One Year,United States,5825-XJOCM,Stayed,1,1,Male,1,Cable,"41.411315, -122.697236",41.411315,-122.697236,0,64.4,1,3,0,,1,1,1,0,Bank Withdrawal,1,392,0,Q3,0,4,0,California,0,0,0,48,3035.35,0,1259.52,0.0,4294.87,0,1,96034,0
72,28,3.57,,,20,Valley Village,4722,One Year,United States,0786-IVLAW,Stayed,0,1,Female,1,Fiber Optic,"34.165783, -118.399795",34.165783,-118.399795,0,108.1,1,0,0,,1,0,0,0,Bank Withdrawal,1,27453,0,Q3,0,3,1,California,1,0,1,66,7238.6,0,235.62,0.0,7474.22,0,1,91607,0
29,0,35.44,,,40,San Miguel,2429,Month-to-Month,United States,4054-CUMIA,Stayed,1,0,Female,0,,"35.886767, -120.608661",35.886767,-120.608661,1,20.25,0,1,10,Offer D,0,0,1,1,Credit Card,1,2666,0,Q3,1,4,0,California,0,0,0,18,401.95,0,637.92,0.0,1039.87,1,0,93451,0
33,24,30.06,,,60,Montclair,6354,Two Year,United States,6732-VAILE,Stayed,0,1,Male,1,Cable,"34.072121, -117.698319",34.072121,-117.698319,1,85.95,1,0,10,,1,0,1,1,Credit Card,1,34447,1,Q3,1,5,0,California,1,1,1,70,5931.75,0,2104.2,0.0,8035.95,0,1,91763,0
44,28,46.9,,,51,Challenge,5122,One Year,United States,0254-WWRKD,Stayed,1,0,Female,1,Cable,"39.461768, -121.195825",39.461768,-121.195825,1,50.55,0,3,1,Offer A,1,0,0,1,Credit Card,1,262,0,Q3,1,5,0,California,0,0,0,67,3431.75,0,3142.3,0.0,6574.05,0,1,95925,0
32,7,5.67,Other,Don't know,78,Santa Clarita,4512,Month-to-Month,United States,2446-PLQVO,Churned,0,0,Male,1,Fiber Optic,"34.502432, -118.41459",34.502432,-118.41459,0,70.3,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,40077,0,Q3,0,2,0,California,0,0,0,1,70.3,0,5.67,0.0,75.97,0,1,91350,1
34,18,5.63,Competitor,Competitor made better offer,87,San Jose,2895,Month-to-Month,United States,7295-JOMMD,Churned,0,1,Female,1,Fiber Optic,"37.28682, -121.723877",37.28682,-121.723877,0,98.1,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,15798,1,Q3,0,1,0,California,1,1,1,4,396.3,0,22.52,0.0,418.82,0,1,95135,1
27,41,30.92,,,22,Burbank,4545,Month-to-Month,United States,8217-QYOHV,Stayed,0,0,Male,1,Cable,"34.174215, -118.345928",34.174215,-118.345928,0,55.75,0,0,0,Offer E,0,1,1,0,Credit Card,1,29245,1,Q3,0,4,0,California,0,1,0,5,266.95,0,154.6,0.0,421.55,1,1,91505,0
26,59,39.67,,,43,Blythe,3291,Month-to-Month,United States,2523-EWWZL,Stayed,0,0,Female,1,Fiber Optic,"33.674583, -114.71612",33.674583,-114.71612,1,76.1,0,0,0,Offer C,1,0,1,1,Bank Withdrawal,1,24659,0,Q3,0,3,0,California,0,0,0,27,2093.4,0,1071.09,30.14,3134.35,1,1,92225,0
52,17,45.2,Dissatisfaction,Network reliability,83,Santa Barbara,2793,Two Year,United States,7253-UVNDW,Churned,0,1,Female,1,DSL,"34.457541, -119.631072",34.457541,-119.631072,0,54.35,0,0,0,,0,0,0,0,Credit Card,1,12741,1,Q3,0,3,0,California,0,0,0,46,2460.15,0,2079.2,0.0,4539.35,0,1,93108,1
32,26,39.3,,,57,Chico,4483,Month-to-Month,United States,8695-WDYEA,Joined,0,0,Male,1,DSL,"39.681488, -121.83721",39.681488,-121.83721,0,51.25,0,0,0,,0,1,0,0,Credit Card,1,32848,0,Q3,0,4,0,California,0,0,0,1,51.25,0,39.3,0.0,90.55,0,1,95928,0
78,9,17.13,,,36,Brea,5171,Two Year,United States,3420-ZDBMA,Stayed,0,0,Male,1,Fiber Optic,"33.930199, -117.862898",33.930199,-117.862898,0,71.45,0,0,0,Offer E,0,0,1,0,Credit Card,1,34055,0,Q3,0,4,1,California,0,0,0,5,371.6,0,85.65,0.0,457.25,0,1,92821,0
60,23,12.19,Dissatisfaction,Limited range of services,95,Maxwell,4739,Month-to-Month,United States,7270-BDIOA,Churned,0,0,Female,1,Fiber Optic,"39.281194, -122.226568",39.281194,-122.226568,0,90.0,1,0,0,,0,0,1,0,Bank Withdrawal,1,1146,1,Q3,0,2,0,California,0,0,1,22,1993.8,0,268.18,0.0,2261.98,0,1,95955,1
35,23,36.13,,,79,Escondido,5177,One Year,United States,4455-BFSPD,Stayed,0,0,Female,1,Fiber Optic,"33.141265, -116.967221",33.141265,-116.967221,1,101.15,1,0,5,,0,0,0,1,Bank Withdrawal,1,48690,1,Q3,1,3,0,California,1,1,1,61,6383.9,0,2203.93,0.0,8587.83,0,1,92027,0
56,5,48.37,,,69,Calistoga,4589,Two Year,United States,0164-APGRB,Stayed,0,1,Female,1,Fiber Optic,"38.629618, -122.593216",38.629618,-122.593216,0,114.9,1,0,0,Offer A,1,1,1,0,Bank Withdrawal,1,7384,1,Q3,0,4,0,California,1,1,1,72,8496.7,0,3482.64,0.0,11979.34,0,1,94515,0
45,19,17.26,,,37,Freedom,3778,Month-to-Month,United States,1482-OXZSY,Stayed,0,0,Male,1,Fiber Optic,"36.936228, -121.785559",36.936228,-121.785559,0,100.4,1,0,0,Offer C,0,1,1,0,Bank Withdrawal,1,4753,0,Q3,0,3,0,California,1,1,1,30,2936.25,0,517.8,0.0,3454.05,0,1,95019,0
47,0,41.33,,,47,Mill Valley,2691,One Year,United States,3486-NPGST,Stayed,0,0,Female,0,,"37.901371, -122.572024",37.901371,-122.572024,0,19.55,0,0,0,,0,0,0,0,Credit Card,1,28727,0,Q3,0,5,0,California,0,0,0,36,620.75,0,1487.88,0.0,2108.63,0,0,94941,0
38,29,0.0,,,77,Woodland Hills,5500,Two Year,United States,0230-WEQUW,Stayed,0,1,Male,1,DSL,"34.153733, -118.593408",34.153733,-118.593408,1,56.6,0,0,1,,1,1,1,1,Bank Withdrawal,0,25988,1,Q3,1,4,0,California,0,0,1,66,3789.2,0,0.0,0.0,3789.2,0,1,91364,0
57,15,0.0,,,33,Wilton,4700,Two Year,United States,2192-CKRLV,Stayed,0,1,Female,1,DSL,"38.392559, -121.225093",38.392559,-121.225093,1,49.2,0,0,2,Offer A,1,1,1,1,Bank Withdrawal,0,5889,0,Q3,1,3,0,California,1,1,0,72,3580.95,0,0.0,0.0,3580.95,0,1,95693,0
65,22,28.64,,,28,Stockton,5193,One Year,United States,2460-NGXBJ,Stayed,1,0,Male,1,Fiber Optic,"37.902422, -121.440029",37.902422,-121.440029,1,75.2,1,1,8,,0,0,1,1,Credit Card,1,49657,0,Q3,1,5,1,California,0,0,0,11,775.3,0,315.04,0.0,1090.34,0,1,95206,0
33,0,13.13,,,27,Maywood,4464,One Year,United States,1561-BWHIN,Stayed,1,0,Male,0,,"33.988572, -118.186565",33.988572,-118.186565,1,19.8,0,1,1,Offer D,0,0,0,1,Credit Card,1,28094,0,Q3,1,5,0,California,0,0,0,19,344.5,0,249.47,0.0,593.97,0,0,90270,0
69,19,7.74,Competitor,Competitor had better devices,67,Dana Point,4531,Month-to-Month,United States,1976-CFOCS,Churned,0,0,Female,1,DSL,"33.477923, -117.705314",33.477923,-117.705314,1,46.0,0,0,1,,0,0,0,1,Bank Withdrawal,1,27730,0,Q3,1,1,1,California,0,0,0,1,46.0,0,7.74,0.0,53.74,0,1,92629,1
45,16,0.0,,,24,Fort Irwin,5374,Two Year,United States,2162-FRZAA,Stayed,1,1,Male,1,DSL,"35.349241, -116.770281",35.349241,-116.770281,1,39.35,0,2,7,Offer B,1,0,0,1,Bank Withdrawal,0,9465,1,Q3,1,5,0,California,0,0,0,63,2395.05,0,0.0,0.0,2395.05,0,1,92310,0
36,13,4.51,Price,Price too high,93,Sunnyvale,4940,Month-to-Month,United States,2719-BDAQO,Churned,0,0,Male,1,Fiber Optic,"37.378541, -122.020456",37.378541,-122.020456,0,93.85,0,0,0,,0,1,0,0,Bank Withdrawal,1,64010,0,Q3,0,1,0,California,1,1,1,17,1625.65,0,76.67,0.0,1702.32,0,1,94086,1
53,3,1.8,,,28,Blue Lake,5385,Month-to-Month,United States,6898-MDLZW,Stayed,0,0,Male,1,DSL,"40.94338, -123.831799",40.94338,-123.831799,0,53.75,0,0,0,Offer D,1,0,1,0,Credit Card,1,1584,1,Q3,0,5,0,California,0,0,0,12,648.65,0,21.6,0.0,670.25,0,1,95525,0
71,25,36.71,,,40,Santa Ysabel,5084,Month-to-Month,United States,5647-FXOTP,Stayed,0,1,Female,1,Fiber Optic,"33.174725, -116.743329",33.174725,-116.743329,1,105.9,1,0,1,Offer B,1,0,1,1,Bank Withdrawal,1,1143,0,Q3,1,5,1,California,1,1,1,60,6401.25,110,2202.6,0.0,8713.85,0,0,92070,0
80,21,21.37,,,41,Menlo Park,3533,Month-to-Month,United States,2077-MPJQO,Stayed,0,0,Male,1,Fiber Optic,"37.449551, -122.183762",37.449551,-122.183762,1,75.4,1,0,2,,0,0,1,1,Bank Withdrawal,1,39062,0,Q3,1,4,1,California,0,0,0,7,533.05,0,149.59,0.0,682.64,0,1,94025,0
37,0,24.89,,,66,Summerland,4194,Month-to-Month,United States,5396-IZEPB,Stayed,0,0,Male,0,,"34.420998, -119.60137",34.420998,-119.60137,0,19.7,0,0,0,Offer E,0,0,0,0,Credit Card,1,576,0,Q3,0,4,0,California,0,0,0,9,180.7,0,224.01,0.0,404.71,0,0,93067,0
45,26,15.23,,,30,Burnt Ranch,4675,Two Year,United States,9499-XPZXM,Stayed,0,0,Female,1,DSL,"40.854512, -123.450097",40.854512,-123.450097,1,64.75,1,0,7,,1,1,0,1,Bank Withdrawal,1,485,1,Q3,1,3,0,California,0,0,0,72,4804.75,0,1096.56,0.0,5901.31,0,1,95527,0
38,16,0.0,,,36,Grand Terrace,3194,Month-to-Month,United States,6661-EIPZC,Stayed,1,0,Female,1,DSL,"34.029175, -117.307211",34.029175,-117.307211,1,29.5,0,1,6,,0,0,1,1,Credit Card,0,11024,1,Q3,1,4,0,California,0,0,0,48,1423.05,0,0.0,0.0,1423.05,0,1,92313,0
36,57,28.47,,,61,Compton,5737,Two Year,United States,2599-CIPQE,Stayed,1,1,Male,1,Fiber Optic,"33.88151, -118.234451",33.88151,-118.234451,1,109.3,0,3,4,,1,1,0,1,Credit Card,1,47305,1,Q3,1,3,0,California,1,1,1,71,7782.85,70,2021.37,0.0,9874.22,0,0,90220,0
35,19,34.53,,,41,Long Beach,5647,One Year,United States,5149-QYTTU,Stayed,1,1,Female,1,Fiber Optic,"33.771612, -118.143866",33.771612,-118.143866,1,95.15,1,1,3,Offer A,1,1,1,1,Credit Card,1,19034,1,Q3,1,3,0,California,0,0,0,71,6770.85,0,2451.63,0.0,9222.48,0,0,90814,0
28,48,10.06,,,33,Pollock Pines,3885,Month-to-Month,United States,3088-LHEFH,Stayed,0,0,Female,1,Fiber Optic,"38.733908, -120.453416",38.733908,-120.453416,0,79.0,1,0,0,Offer D,0,1,1,0,Bank Withdrawal,1,8577,0,Q3,0,3,0,California,0,0,0,11,929.3,0,110.66,0.0,1039.96,1,1,95726,0
55,20,39.32,,,36,Covina,5034,One Year,United States,8738-JOKAR,Stayed,0,0,Female,1,Cable,"34.097345, -117.906736",34.097345,-117.906736,0,67.7,0,0,0,,1,1,1,0,Credit Card,1,33817,1,Q3,0,4,0,California,1,1,0,42,2882.25,0,1651.44,0.0,4533.69,0,1,91722,0
26,19,28.77,Competitor,Competitor made better offer,73,San Diego,4939,Month-to-Month,United States,0219-YTZUE,Churned,0,1,Male,1,Fiber Optic,"32.85723, -117.209769",32.85723,-117.209774,1,84.8,1,0,5,Offer E,1,0,1,1,Bank Withdrawal,1,34902,0,Q3,1,3,0,California,0,1,0,4,371.9,0,115.08,0.0,486.98,1,1,92122,1
21,82,42.58,,,41,Gilroy,5036,Month-to-Month,United States,0377-JBKKT,Stayed,1,0,Male,1,DSL,"37.03889, -121.528955",37.03889,-121.528955,1,57.95,0,3,9,Offer D,1,1,1,1,Credit Card,1,49968,1,Q3,1,3,0,California,0,1,0,22,1271.8,0,936.76,0.0,2208.56,1,1,95020,0
44,23,0.0,,,27,Westport,6018,Month-to-Month,United States,9074-KGVOX,Stayed,1,0,Male,1,DSL,"39.724433, -123.767578",39.724433,-123.767578,1,39.45,0,3,10,,0,1,1,1,Credit Card,0,309,0,Q3,1,3,0,California,0,0,1,50,2021.35,0,0.0,0.0,2021.35,0,1,95488,0
44,0,35.86,,,79,Novato,3071,One Year,United States,3594-BDSOA,Stayed,0,0,Female,0,,"38.112166, -122.634384",38.112166,-122.634384,1,20.4,0,0,6,,0,0,0,1,Credit Card,1,24741,0,Q3,1,5,0,California,0,0,0,24,482.8,0,860.64,0.0,1343.44,0,0,94947,0
35,0,34.79,Competitor,Competitor made better offer,84,Bolinas,5890,Month-to-Month,United States,6121-VZNQB,Churned,0,0,Female,0,,"37.943087, -122.72379",37.943087,-122.72379,0,19.1,0,0,0,,0,0,1,0,Credit Card,1,1573,0,Q3,0,2,0,California,0,0,0,1,19.1,0,34.79,0.0,53.89,0,0,94924,1
22,59,18.7,,,26,Penryn,5694,Month-to-Month,United States,1728-BQDMA,Joined,0,0,Female,1,DSL,"38.859093, -121.182872",38.859093,-121.182872,0,44.45,0,0,0,Offer E,0,0,0,0,Bank Withdrawal,1,2048,0,Q3,0,3,0,California,0,0,0,2,82.7,0,37.4,0.0,120.1,1,1,95663,0
75,26,0.0,Other,Poor expertise of online support,91,Reseda,4972,Month-to-Month,United States,6702-OHFWR,Churned,0,1,Male,1,DSL,"34.200175, -118.540958",34.200175,-118.540958,0,43.3,0,0,0,Offer E,1,0,1,0,Bank Withdrawal,0,68018,0,Q3,0,3,1,California,1,0,0,1,43.3,0,0.0,0.0,43.3,0,1,91335,1
76,22,19.18,Dissatisfaction,Network reliability,81,Bayside,2508,Month-to-Month,United States,3372-KWFBM,Churned,0,0,Male,1,Fiber Optic,"40.825486, -124.049485",40.825486,-124.049485,0,86.6,1,0,0,,0,0,1,0,Bank Withdrawal,1,1689,0,Q3,0,3,1,California,0,0,1,16,1281.0,0,306.88,0.0,1587.88,0,1,95524,1
79,29,23.33,,,63,Glenn,6020,Two Year,United States,1728-CXQBE,Stayed,0,1,Male,1,Fiber Optic,"39.597975, -122.032248",39.597975,-122.032248,1,94.25,1,0,9,Offer B,1,0,1,1,Bank Withdrawal,1,1454,0,Q3,1,3,1,California,1,0,0,64,6081.4,0,1493.12,0.0,7574.52,0,1,95943,0
70,20,44.08,,,69,San Jose,5527,One Year,United States,3452-ABWRL,Stayed,0,0,Male,1,Fiber Optic,"37.424655, -121.74841",37.424655,-121.74841,0,86.05,1,0,0,,0,0,1,0,Credit Card,1,40568,0,Q3,0,3,1,California,0,0,1,47,3865.6,0,2071.76,0.0,5937.36,0,1,95132,0
53,11,46.49,,,43,Winchester,4625,One Year,United States,1136-XGEQU,Stayed,0,1,Female,1,DSL,"33.657433, -117.04254",33.657433,-117.04254,1,84.15,1,0,9,Offer B,1,0,1,1,Credit Card,1,4093,1,Q3,1,3,0,California,1,1,1,50,4164.4,0,2324.5,0.0,6488.9,0,1,92596,0
56,15,20.27,,,30,Marina Del Rey,3192,Two Year,United States,8434-PNQZX,Stayed,0,1,Female,1,DSL,"33.977468, -118.445475",33.977468,-118.445475,0,78.45,1,0,0,Offer B,0,0,1,0,Credit Card,1,18058,1,Q3,0,4,0,California,1,1,1,42,3373.4,0,851.34,0.0,4224.74,0,1,90292,0
40,23,0.0,,,43,Marysville,3970,Month-to-Month,United States,9754-CLVZW,Stayed,1,0,Female,1,Cable,"39.19514, -121.503883",39.19514,-121.503883,1,38.85,0,3,4,Offer C,1,1,0,1,Credit Card,0,38091,1,Q3,1,4,0,California,0,0,0,26,1025.15,30,0.0,0.0,1055.15,0,0,95901,0
42,13,14.7,Competitor,Competitor had better devices,91,Valley Ford,2960,Month-to-Month,United States,3097-NNSPB,Churned,0,0,Female,1,DSL,"38.339996, -122.935056",38.339996,-122.935056,0,49.05,0,0,0,Offer E,1,0,1,0,Credit Card,1,66,0,Q3,0,1,0,California,0,0,0,2,91.1,40,29.4,0.0,160.5,0,0,94972,1
53,0,31.26,,,54,Adelanto,5403,Month-to-Month,United States,3486-KHMLI,Stayed,1,0,Male,0,,"34.667815, -117.536183",34.667815,-117.536183,0,24.7,1,1,0,Offer D,0,0,0,0,Credit Card,1,18980,0,Q3,0,4,0,California,0,0,0,21,467.15,0,656.46,0.0,1123.61,0,0,92301,0
22,0,2.44,,,71,Glendale,4529,Two Year,United States,9257-AZMTZ,Stayed,1,0,Female,0,,"34.13658, -118.245839",34.13658,-118.245839,1,20.1,0,1,10,,0,0,0,1,Bank Withdrawal,1,41390,0,Q3,1,4,0,California,0,0,0,52,1078.75,0,126.88,17.05,1188.58,1,0,91205,0
32,0,48.41,,,43,Santa Cruz,5293,One Year,United States,8717-VCTXJ,Stayed,0,0,Male,0,,"37.031404, -121.981865",37.031404,-121.981865,0,19.55,0,0,0,,0,0,1,0,Credit Card,1,8365,0,Q3,0,3,0,California,0,0,0,42,839.4,0,2033.22,12.16,2860.46,0,0,95065,0
49,0,24.53,,,23,Oroville,5967,Month-to-Month,United States,1925-GMVBW,Stayed,0,0,Female,0,,"39.624561, -121.552866",39.624561,-121.552866,0,20.55,0,0,0,,0,0,0,0,Credit Card,1,17782,0,Q3,0,3,0,California,0,0,0,5,96.1,0,122.65,0.0,218.75,0,0,95965,0
24,47,9.97,,,23,La Mirada,4999,Month-to-Month,United States,2507-QZPQS,Stayed,0,0,Male,1,Fiber Optic,"33.902045, -118.008961",33.902045,-118.008961,0,95.7,1,0,0,,1,0,0,0,Bank Withdrawal,1,47568,1,Q3,0,5,0,California,1,1,0,15,1451.1,0,149.55,0.0,1600.65,1,1,90638,0
41,27,47.48,,,72,Kelseyville,5905,One Year,United States,2931-XIQBR,Stayed,1,1,Female,1,Fiber Optic,"38.93496, -122.792243",38.93496,-122.792243,1,103.05,0,3,7,,0,0,0,1,Credit Card,1,9902,1,Q3,1,4,0,California,1,1,1,50,5153.5,0,2374.0,0.0,7527.5,0,1,95451,0
75,29,17.65,,,39,Pioneertown,5570,Month-to-Month,United States,2786-GCDPI,Stayed,0,1,Female,1,Fiber Optic,"34.201108, -116.593456",34.201108,-116.593456,0,104.95,1,0,0,Offer B,0,0,1,0,Bank Withdrawal,1,354,1,Q3,0,5,1,California,1,0,1,50,5222.35,0,882.5,0.0,6104.85,0,1,92268,0
64,12,0.0,Competitor,Competitor offered more data,92,Aptos,4044,Month-to-Month,United States,2027-OAQQC,Churned,0,1,Female,1,DSL,"37.013471, -121.877877",37.013471,-121.877877,0,49.05,0,0,0,Offer B,0,0,1,0,Bank Withdrawal,0,24227,0,Q3,0,1,0,California,1,1,1,43,2076.2,0,0.0,20.29,2055.91,0,1,95003,1
63,0,44.53,,,29,Palmdale,2642,Month-to-Month,United States,7706-DZNKK,Stayed,0,0,Male,0,,"34.613476, -118.256358",34.613476,-118.256358,0,20.45,0,0,0,Offer D,0,0,1,0,Credit Card,1,34045,0,Q3,0,4,0,California,0,0,0,11,237.3,0,489.83,0.0,727.13,0,0,93551,0
58,0,48.56,,,59,Topanga,4681,Two Year,United States,2418-TPEUN,Stayed,1,0,Female,0,,"34.115192, -118.61017",34.115192,-118.61017,1,19.8,0,1,2,Offer B,0,0,1,1,Credit Card,1,5451,0,Q3,1,3,0,California,0,0,0,56,1119.9,0,2719.36,0.0,3839.26,0,0,90290,0
68,25,38.5,,,64,Knights Landing,5129,Two Year,United States,2988-GBIVW,Stayed,0,0,Female,1,Fiber Optic,"38.875508, -121.765866",38.875508,-121.765866,1,90.85,1,0,10,,0,1,1,1,Bank Withdrawal,1,1793,0,Q3,1,4,1,California,1,1,0,70,6470.1,0,2695.0,0.0,9165.1,0,1,95645,0
37,9,11.35,Attitude,Attitude of support person,77,Covina,5687,Month-to-Month,United States,0322-YINQP,Churned,0,0,Male,1,DSL,"34.084747, -117.886844",34.084747,-117.886844,0,48.55,0,0,0,,0,1,1,0,Credit Card,1,17554,0,Q3,0,1,0,California,0,0,0,1,48.55,0,11.35,0.0,59.9,0,1,91723,1
65,22,25.19,,,60,San Miguel,3594,Two Year,United States,2573-GYRUU,Stayed,0,1,Male,1,Fiber Optic,"35.886767, -120.608661",35.886767,-120.608661,1,91.05,1,0,1,,0,0,1,1,Credit Card,1,2666,0,Q3,1,4,1,California,1,1,0,48,4370.75,0,1209.12,0.0,5579.87,0,1,93451,0
24,51,48.1,,,23,Canoga Park,4106,One Year,United States,7100-FQPRV,Stayed,0,0,Male,1,DSL,"34.19829, -118.602203",34.19829,-118.602203,1,71.9,1,0,5,Offer B,0,1,1,1,Credit Card,1,23519,1,Q3,1,3,0,California,1,1,0,43,3173.35,0,2068.3,0.0,5241.65,1,1,91303,0
57,0,27.37,,,57,Wofford Heights,4462,Month-to-Month,United States,7874-ECPQJ,Stayed,1,0,Female,0,,"35.690535, -118.552784",35.690535,-118.552784,0,20.05,0,2,0,,0,0,1,0,Bank Withdrawal,1,2515,0,Q3,0,5,0,California,0,0,0,4,85.5,0,109.48,0.0,194.98,0,0,93285,0
69,9,17.87,Competitor,Competitor offered more data,96,Sacramento,5748,Month-to-Month,United States,9776-CLUJA,Churned,0,0,Female,1,Fiber Optic,"38.486502, -121.334051",38.486502,-121.334051,1,77.5,1,0,1,,0,1,1,1,Bank Withdrawal,1,11396,0,Q3,1,1,1,California,0,0,0,51,3807.35,0,911.37,0.0,4718.72,0,1,95829,1
30,0,25.98,,,75,Deer Park,4386,Two Year,United States,4883-KCPZJ,Stayed,1,0,Female,0,,"38.554383, -122.474773",38.554383,-122.474773,1,25.25,1,3,9,Offer D,0,0,0,1,Credit Card,1,223,0,Q3,1,3,0,California,0,0,0,22,555.4,0,571.56,0.0,1126.96,0,0,94576,0
42,24,5.68,,,64,Carmel By The Sea,5718,Two Year,United States,9405-GPBBG,Stayed,0,1,Female,1,Fiber Optic,"36.554618, -121.922239",36.554618,-121.922239,0,110.5,1,0,0,,1,0,1,0,Credit Card,1,2966,1,Q3,0,5,0,California,1,1,1,64,7069.25,60,363.52,0.0,7492.77,0,0,93921,0
76,22,3.66,,,32,Los Angeles,4745,Month-to-Month,United States,9699-UBQFS,Stayed,0,0,Female,1,Fiber Optic,"34.108833, -118.229715",34.108833,-118.229715,1,94.5,1,0,4,,1,1,1,1,Bank Withdrawal,1,47534,0,Q3,1,3,1,California,0,0,1,43,4156.8,0,157.38,0.0,4314.18,0,1,90065,0
56,18,48.68,,,49,Sonora,5233,Month-to-Month,United States,0428-IKYCP,Stayed,0,1,Male,1,Fiber Optic,"37.982716, -120.343732",37.982716,-120.343732,1,87.0,0,0,9,,0,0,1,1,Bank Withdrawal,1,25340,0,Q3,1,4,0,California,0,0,1,22,1850.65,0,1070.96,0.0,2921.61,0,1,95370,0
27,0,39.39,,,63,San Jose,2706,Month-to-Month,United States,4860-YZGZM,Stayed,0,0,Male,0,,"37.316146, -121.936285",37.316146,-121.936285,0,20.0,0,0,0,,0,0,0,0,Bank Withdrawal,1,32804,0,Q3,0,3,0,California,0,0,0,10,185.4,0,393.9,0.0,579.3,1,0,95128,0
26,0,42.67,,,47,Stevenson Ranch,3153,Two Year,United States,2005-DWQZJ,Stayed,1,0,Female,0,,"34.364153, -118.615583",34.364153,-118.615583,1,19.05,0,1,1,,0,0,0,1,Credit Card,1,9937,0,Q3,1,3,0,California,0,0,0,8,201.7,0,341.36,0.0,543.06,1,0,91381,0
